Bundesland;Altersgruppen;Geschlecht;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
          Baden-Württemberg;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;3;1;0;0;0;0;1;1;0;1;0;4;2;5
          Baden-Württemberg;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2
          Baden-Württemberg;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;3;1;0;0;0;0;1;1;0;1;0;0;1;3
          Baden-Württemberg;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;1;1;2;0;0;1;2;1;3;2;2;4;3;11;17;17;32
          Baden-Württemberg;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;1;5;11;6;15
          Baden-Württemberg;        20 bis unter 25 Jahre;        Weiblich;0;0;0;1;1;1;0;0;1;1;0;3;2;1;2;2;6;6;11;17
          Baden-Württemberg;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
          Baden-Württemberg;        25 bis unter 30 Jahre;Alle Geschlechter;0;1;0;0;0;1;0;0;0;0;0;0;3;1;3;8;6;8;14;20
          Baden-Württemberg;        25 bis unter 30 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;2;5;3;2
          Baden-Württemberg;        25 bis unter 30 Jahre;        Weiblich;0;1;0;0;0;1;0;0;0;0;0;0;2;1;2;3;4;3;11;18
          Baden-Württemberg;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;0;2;2;1;0;0;3;0;2;1;2;0;3;11;7;5;11;26
          Baden-Württemberg;        30 bis unter 35 Jahre;Männlich;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;6;1;1;2;7
          Baden-Württemberg;        30 bis unter 35 Jahre;        Weiblich;0;0;0;2;2;0;0;0;2;0;2;0;2;0;3;5;6;4;9;19
          Baden-Württemberg;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        35 bis unter 40 Jahre;Alle Geschlechter;0;1;1;0;2;1;0;1;1;1;1;1;1;1;2;5;4;4;7;20
          Baden-Württemberg;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2
          Baden-Württemberg;        35 bis unter 40 Jahre;        Weiblich;0;1;1;0;2;1;0;1;1;1;1;1;1;1;2;3;3;4;7;18
          Baden-Württemberg;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        40 bis unter 45 Jahre;Alle Geschlechter;0;0;0;2;2;1;0;0;0;0;0;2;0;2;2;1;2;4;11;10
          Baden-Württemberg;        40 bis unter 45 Jahre;Männlich;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2;4
          Baden-Württemberg;        40 bis unter 45 Jahre;        Weiblich;0;0;0;2;1;1;0;0;0;0;0;2;0;2;1;1;1;4;9;6
          Baden-Württemberg;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        45 bis unter 50 Jahre;Alle Geschlechter;1;1;1;1;2;2;0;3;0;2;2;2;1;3;0;1;3;5;6;2
          Baden-Württemberg;        45 bis unter 50 Jahre;Männlich;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        45 bis unter 50 Jahre;        Weiblich;0;0;1;1;2;2;0;3;0;2;2;2;1;3;0;1;3;5;6;2
          Baden-Württemberg;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;0;1;1;3;3;1;0;2;3;0;0;3;5;3;4;6;13
          Baden-Württemberg;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
          Baden-Württemberg;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;1;1;3;3;1;0;2;3;0;0;3;5;3;3;5;13
          Baden-Württemberg;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;3;4;4;6;6
          Baden-Württemberg;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Baden-Württemberg;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;3;3;4;6;6
          Baden-Württemberg;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        60 bis unter 65 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;0;0;2;1;0;0;2;1;3;1;1;0;4
          Baden-Württemberg;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        60 bis unter 65 Jahre;        Weiblich;0;1;0;0;0;0;0;0;0;2;1;0;0;2;1;3;1;1;0;4
          Baden-Württemberg;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
          Baden-Württemberg;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
          Baden-Württemberg;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Baden-Württemberg;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
          Baden-Württemberg;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Baden-Württemberg;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;Alle Altersgruppen;Alle Geschlechter;42;164;249;271;275;294;399;507;571;675;822;1.008;922;1.044;1.331;1.158;1.309;1.363;1.636;1.775
          Bayern;Alle Altersgruppen;Männlich;42;94;150;151;167;166;265;344;396;468;577;725;624;726;937;806;943;928;1.018;1.051
          Bayern;Alle Altersgruppen;        Weiblich;0;70;99;120;108;128;134;163;175;207;244;282;298;318;394;352;366;435;618;724
          Bayern;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
          Bayern;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Bayern;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Bayern;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Bayern;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Bayern;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        15 bis unter 20 Jahre;Alle Geschlechter;0;2;5;6;9;8;13;3;5;6;21;28;25;34;55;53;69;57;54;61
          Bayern;        15 bis unter 20 Jahre;Männlich;0;0;3;3;4;6;9;3;1;3;12;20;18;19;41;36;56;43;36;34
          Bayern;        15 bis unter 20 Jahre;        Weiblich;0;2;2;3;5;2;4;0;4;3;9;8;7;15;14;17;13;14;18;27
          Bayern;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        20 bis unter 25 Jahre;Alle Geschlechter;6;15;26;40;40;31;65;80;95;117;139;187;182;221;272;272;366;340;430;439
          Bayern;        20 bis unter 25 Jahre;Männlich;6;10;15;24;30;18;45;60;71;86;107;154;139;181;206;203;288;256;285;276
          Bayern;        20 bis unter 25 Jahre;        Weiblich;0;5;11;16;10;13;20;20;24;31;32;32;43;40;66;69;78;84;145;163
          Bayern;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Bayern;        25 bis unter 30 Jahre;Alle Geschlechter;11;19;40;37;43;41;63;88;115;134;185;212;212;230;332;278;308;374;443;531
          Bayern;        25 bis unter 30 Jahre;Männlich;11;12;30;24;31;31;52;65;85;109;140;176;161;175;248;217;231;259;284;315
          Bayern;        25 bis unter 30 Jahre;        Weiblich;0;7;10;13;12;10;11;23;30;25;45;36;51;55;84;61;77;115;159;216
          Bayern;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        30 bis unter 35 Jahre;Alle Geschlechter;9;38;64;48;55;72;69;112;120;125;161;169;148;142;195;175;198;222;255;298
          Bayern;        30 bis unter 35 Jahre;Männlich;9;30;43;34;38;48;53;88;103;100;125;118;105;106;141;129;136;154;168;192
          Bayern;        30 bis unter 35 Jahre;        Weiblich;0;8;21;14;17;24;16;24;17;25;35;51;43;36;54;46;62;68;87;106
          Bayern;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Bayern;        35 bis unter 40 Jahre;Alle Geschlechter;9;25;38;43;43;50;56;54;76;85;99;137;113;139;166;128;120;141;160;159
          Bayern;        35 bis unter 40 Jahre;Männlich;9;15;26;24;30;28;39;42;50;59;80;105;81;94;130;95;91;89;100;95
          Bayern;        35 bis unter 40 Jahre;        Weiblich;0;10;12;19;13;22;17;12;26;26;19;32;32;45;36;33;29;52;60;64
          Bayern;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        40 bis unter 45 Jahre;Alle Geschlechter;3;28;42;48;44;35;73;50;48;80;63;100;94;90;87;86;90;104;110;107
          Bayern;        40 bis unter 45 Jahre;Männlich;3;16;23;28;22;19;46;32;35;50;37;71;58;68;58;58;65;69;66;61
          Bayern;        40 bis unter 45 Jahre;        Weiblich;0;12;19;20;22;16;27;18;13;30;26;29;36;22;29;28;25;35;44;46
          Bayern;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        45 bis unter 50 Jahre;Alle Geschlechter;4;22;22;31;19;23;36;65;64;77;83;92;60;67;77;50;61;42;64;67
          Bayern;        45 bis unter 50 Jahre;Männlich;4;9;8;12;9;7;14;31;34;45;52;47;34;41;51;24;37;21;35;34
          Bayern;        45 bis unter 50 Jahre;        Weiblich;0;13;14;19;10;16;22;34;30;32;31;45;26;26;26;26;24;21;29;33
          Bayern;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        50 bis unter 55 Jahre;Alle Geschlechter;0;7;6;13;10;25;15;34;21;31;44;58;51;60;75;63;53;31;57;45
          Bayern;        50 bis unter 55 Jahre;Männlich;0;2;1;1;2;6;3;18;9;11;15;23;19;30;37;29;24;15;26;22
          Bayern;        50 bis unter 55 Jahre;        Weiblich;0;5;5;12;8;19;12;16;12;20;29;35;32;30;38;34;29;16;31;23
          Bayern;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        55 bis unter 60 Jahre;Alle Geschlechter;0;6;2;3;9;4;5;9;12;18;17;13;19;36;46;29;28;31;38;41
          Bayern;        55 bis unter 60 Jahre;Männlich;0;0;0;0;1;2;3;4;3;5;5;4;6;11;23;8;8;13;9;10
          Bayern;        55 bis unter 60 Jahre;        Weiblich;0;6;2;3;8;2;2;5;9;13;12;9;13;25;23;21;20;18;29;31
          Bayern;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        60 bis unter 65 Jahre;Alle Geschlechter;0;2;1;1;3;5;1;6;9;1;9;8;15;21;19;19;10;15;17;16
          Bayern;        60 bis unter 65 Jahre;Männlich;0;0;1;1;0;1;1;0;1;0;4;5;3;0;1;5;4;8;6;8
          Bayern;        60 bis unter 65 Jahre;        Weiblich;0;2;0;0;3;4;0;6;8;1;5;3;12;21;18;14;6;7;11;8
          Bayern;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;1;1;0;0;1;3;5;1;1;1;2;4;4;2;3;5;4;5
          Bayern;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;1;3;0;0;0;0;1;1;0;1;0;2;0
          Bayern;        65 bis unter 70 Jahre;        Weiblich;0;0;1;1;0;0;1;2;2;1;1;1;2;3;3;2;2;5;2;5
          Bayern;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;2;0;0;0;2;3;0;0;0;1;1;0;2;1;3;1;4;5
          Bayern;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;3
          Bayern;        70 bis unter 75 Jahre;        Weiblich;0;0;2;0;0;0;2;3;0;0;0;0;1;0;2;0;1;0;3;2
          Bayern;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
          Bayern;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
          Bayern;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
          Bayern;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
          Bayern;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
          Bayern;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bayern;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;Alle Altersgruppen;Alle Geschlechter;6;22;19;18;30;28;69;113;111;136;94;155;186;317;458;475;512;491;595;742
          Berlin;Alle Altersgruppen;Männlich;6;15;8;9;27;17;44;65;73;97;81;121;145;252;384;405;425;410;469;514
          Berlin;Alle Altersgruppen;        Weiblich;0;7;11;9;3;11;25;48;38;39;13;34;41;65;74;70;87;81;126;228
          Berlin;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;1;0;0;0;1;3;3;1;3;8;13;26;54;68;56;61;63;72
          Berlin;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;1;1;3;1;3;7;11;18;38;60;48;50;37;35
          Berlin;        15 bis unter 20 Jahre;        Weiblich;0;0;1;0;0;0;0;2;0;0;0;1;2;8;16;8;8;11;26;37
          Berlin;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Berlin;        20 bis unter 25 Jahre;Alle Geschlechter;0;1;0;3;1;2;8;11;22;22;9;23;40;73;119;152;177;170;217;244
          Berlin;        20 bis unter 25 Jahre;Männlich;0;1;0;1;1;2;6;10;16;17;8;20;33;64;104;136;155;145;177;165
          Berlin;        20 bis unter 25 Jahre;        Weiblich;0;0;0;2;0;0;2;1;6;5;1;3;7;9;15;16;22;25;40;79
          Berlin;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
